customer_id,age,gender,item_purchased,category,purchase_amount_usd,location,size,color,season,review_rating,subscription_status,payment_method,shipping_type,discount_applied,promo_code_used,previous_purchases,frequency_of_purchases
610,36,Male,Scarf,Accessories,109.97,Georgia,S,Brown,Fall,2.9,No,Bank Transfer,Standard,No,No,38,Monthly
611,72,Female,Belt,Accessories,133.59,Florida,L,White,Winter,2.6,No,Debit Card,Store Pickup,Yes,Yes,46,Bi-Weekly
612,64,Female,Jeans,Clothing,73.84,Massachusetts,S,Red,Winter,3.3,No,PayPal,Next Day Air,No,No,25,Weekly
613,30,Female,Sunglasses,Accessories,37.52,Pennsylvania,XL,Red,Fall,3.6,Yes,Debit Card,Next Day Air,No,No,44,Quarterly
614,69,Male,Scarf,Accessories,152.36,California,M,Brown,Spring,4.2,No,Debit Card,Next Day Air,Yes,No,27,Every 3 Months
615,48,Male,Sneakers,Footwear,190.11,Texas,XL,Orange,Fall,4.0,No,Bank Transfer,Store Pickup,Yes,Yes,2,Weekly
616,62,Male,Loafers,Footwear,137.5,Ohio,XS,Pink,Winter,3.2,No,PayPal,Standard,No,No,7,Weekly
617,60,Male,Sweater,Clothing,24.14,Michigan,XL,Pink,Fall,4.2,Yes,Venmo,Express,No,No,24,Quarterly
618,24,Female,Raincoat,Outerwear,31.43,Colorado,XL,Green,Winter,4.5,Yes,Venmo,2-Day Shipping,No,No,50,Annually
619,55,Male,Jacket,Outerwear,155.63,Florida,XS,Green,Summer,2.5,No,PayPal,Standard,No,No,2,Bi-Weekly
620,34,Male,Boots,Footwear,35.23,Texas,XL,White,Fall,4.9,Yes,Bank Transfer,Standard,Yes,Yes,2,Annually
621,49,Female,Jewelry,Accessories,114.08,Pennsylvania,XL,Gray,Summer,4.2,No,Credit Card,Express,Yes,Yes,9,Monthly
622,31,Female,Boots,Footwear,69.93,Oregon,XL,Purple,Spring,3.9,Yes,Bank Transfer,Express,No,No,25,Quarterly
623,62,Male,Dress,Clothing,116.46,Texas,M,Orange,Summer,4.3,No,Bank Transfer,2-Day Shipping,No,No,38,Bi-Weekly
624,68,Female,Jacket,Outerwear,88.21,Michigan,S,Blue,Fall,2.8,Yes,Venmo,Next Day Air,Yes,Yes,40,Weekly
625,27,Male,Handbag,Accessories,69.26,Texas,L,Black,Winter,4.9,No,Credit Card,Express,No,No,33,Every 3 Months
626,40,Female,Jewelry,Accessories,119.28,Michigan,XS,Red,Summer,3.3,No,Debit Card,Free Shipping,Yes,No,43,Annually
627,34,Male,Raincoat,Outerwear,143.6,Oregon,S,Orange,Summer,2.9,No,PayPal,Standard,No,No,46,Every 3 Months
628,44,Female,Gloves,Accessories,52.96,Pennsylvania,L,Gray,Fall,3.2,No,Bank Transfer,Express,No,No,19,Every 3 Months
629,38,Male,Dress,Clothing,134.24,Texas,S,Blue,Summer,3.9,Yes,PayPal,2-Day Shipping,No,No,31,Weekly
630,64,Male,Parka,Outerwear,106.34,North Carolina,XL,Blue,Winter,2.5,Yes,Bank Transfer,Standard,No,No,45,Quarterly
631,60,Male,Gloves,Accessories,129.33,New York,XL,Black,Summer,2.7,No,Venmo,Free Shipping,No,No,3,Quarterly
632,25,Female,Raincoat,Outerwear,184.53,Florida,XL,Blue,Fall,3.2,Yes,Debit Card,Standard,Yes,No,36,Quarterly
633,59,Male,Sandals,Footwear,188.37,Colorado,XL,Pink,Spring,3.4,No,PayPal,Free Shipping,No,No,22,Weekly
634,29,Female,Coat,Clothing,83.82,Texas,L,Pink,Summer,2.7,No,Debit Card,Next Day Air,No,No,7,Quarterly
635,34,Male,Jeans,Clothing,104.73,Pennsylvania,M,Yellow,Winter,4.7,No,PayPal,Standard,No,No,28,Every 3 Months
636,65,Female,Jacket,Outerwear,21.05,Colorado,S,Blue,Summer,3.2,Yes,Cash,Store Pickup,Yes,Yes,2,Bi-Weekly
637,35,Male,Loafers,Footwear,95.8,North Carolina,L,Orange,Summer,3.3,No,Cash,2-Day Shipping,No,No,46,Every 3 Months
638,24,Male,Jacket,Outerwear,42.7,Pennsylvania,XL,Red,Summer,2.6,No,Cash,2-Day Shipping,Yes,No,27,Quarterly
639,66,Female,Sunglasses,Accessories,64.59,New York,XL,Green,Summer,3.2,Yes,PayPal,Store Pickup,No,No,15,Every 3 Months
640,68,Male,Jacket,Outerwear,146.21,North Carolina,XL,Green,Summer,5.0,No,Bank Transfer,Express,No,No,14,Weekly
641,30,Male,Loafers,Footwear,96.73,Michigan,S,Blue,Spring,3.5,No,Bank Transfer,Store Pickup,Yes,No,14,Monthly
642,45,Male,Raincoat,Outerwear,74.77,Illinois,M,White,Fall,4.3,Yes,Credit Card,Express,Yes,Yes,3,Every 3 Months
643,35,Male,Gloves,Accessories,97.56,Illinois,L,Yellow,Fall,3.3,Yes,Credit Card,Store Pickup,Yes,Yes,8,Monthly
644,55,Female,Handbag,Accessories,62.89,Illinois,S,Brown,Winter,2.7,Yes,Bank Transfer,Store Pickup,No,No,38,Weekly
645,74,Male,Skirt,Clothing,54.73,Georgia,XS,Blue,Fall,3.3,No,Debit Card,2-Day Shipping,No,No,46,Bi-Weekly
646,53,Female,Jeans,Clothing,180.49,Arizona,XL,Yellow,Fall,3.6,No,Cash,Standard,Yes,Yes,33,Annually
647,62,Male,Jeans,Clothing,72.14,Michigan,XS,Black,Winter,3.7,No,Venmo,Standard,No,No,10,Quarterly
648,43,Female,Parka,Outerwear,57.25,California,S,Brown,Summer,4.0,Yes,Venmo,Next Day Air,No,No,32,Every 3 Months
649,36,Female,Sunglasses,Accessories,119.39,New York,S,Red,Summer,3.2,No,PayPal,Express,No,No,17,Weekly
650,18,Female,Boots,Footwear,133.88,Pennsylvania,M,Blue,Fall,4.3,No,Venmo,Free Shipping,No,No,20,Weekly
651,35,Male,Coat,Clothing,66.08,California,XL,Orange,Spring,4.3,No,Bank Transfer,Free Shipping,Yes,No,40,Annually
652,35,Male,Loafers,Footwear,124.7,Arizona,L,Green,Winter,3.1,No,PayPal,Express,Yes,No,5,Quarterly
653,73,Male,Loafers,Footwear,53.99,Georgia,S,Orange,Fall,2.6,Yes,Debit Card,Next Day Air,Yes,Yes,12,Weekly
654,47,Female,Sneakers,Footwear,38.04,North Carolina,S,Red,Spring,3.4,Yes,Credit Card,Store Pickup,No,No,2,Bi-Weekly
655,58,Male,Sneakers,Footwear,162.63,California,XS,Gray,Fall,4.6,Yes,Debit Card,Next Day Air,Yes,No,28,Bi-Weekly
656,33,Male,Handbag,Accessories,117.83,Illinois,XL,Blue,Spring,4.6,Yes,PayPal,Standard,No,No,32,Quarterly
657,19,Male,Sneakers,Footwear,96.88,New York,M,Orange,Fall,3.1,No,Cash,Store Pickup,No,No,45,Weekly
658,32,Male,Jacket,Outerwear,192.16,Illinois,M,Blue,Fall,2.8,No,Credit Card,Standard,No,No,38,Bi-Weekly
659,56,Male,Loafers,Footwear,142.3,New York,M,Brown,Fall,3.4,Yes,Cash,Store Pickup,No,No,23,Monthly
660,27,Male,T-Shirt,Clothing,77.65,Ohio,L,Pink,Spring,2.8,No,Bank Transfer,Free Shipping,No,No,9,Weekly
661,42,Female,Scarf,Accessories,77.48,Ohio,L,Purple,Fall,2.8,No,Debit Card,Next Day Air,Yes,Yes,31,Annually
662,32,Female,Parka,Outerwear,35.05,Oregon,L,Gray,Summer,4.3,Yes,Credit Card,Express,No,No,1,Monthly
663,21,Female,Jacket,Outerwear,84.95,Massachusetts,S,White,Winter,2.9,No,Cash,Express,No,No,13,Bi-Weekly
664,62,Male,Jeans,Clothing,87.94,California,L,Yellow,Spring,4.3,No,Credit Card,Next Day Air,Yes,No,10,Weekly
665,33,Male,Sandals,Footwear,22.25,Massachusetts,L,Green,Summer,3.7,Yes,Venmo,Store Pickup,Yes,No,30,Quarterly
666,62,Male,Jewelry,Accessories,71.62,New York,XS,Orange,Spring,4.0,Yes,Debit Card,Standard,No,No,25,Quarterly
667,34,Female,Parka,Outerwear,147.68,Ohio,S,White,Spring,3.8,No,Debit Card,Store Pickup,No,No,13,Quarterly
668,70,Male,Shorts,Clothing,166.98,Georgia,L,Yellow,Winter,4.6,Yes,PayPal,Store Pickup,No,No,27,Bi-Weekly
669,41,Female,Belt,Accessories,25.05,Illinois,S,Gray,Spring,2.7,No,PayPal,Express,Yes,Yes,40,Weekly
670,54,Male,Sandals,Footwear,121.47,Arizona,L,Red,Spring,3.3,No,Credit Card,Free Shipping,Yes,No,25,Annually
671,64,Female,Sandals,Footwear,195.29,Oregon,XS,Yellow,Winter,4.7,No,Venmo,Express,No,No,1,Annually
672,72,Male,Raincoat,Outerwear,72.22,New York,L,Blue,Spring,4.9,Yes,Debit Card,Store Pickup,No,No,41,Bi-Weekly
673,26,Female,Sandals,Footwear,72.35,Michigan,L,Red,Winter,3.1,No,Venmo,Standard,No,No,9,Annually
674,27,Female,Jacket,Outerwear,118.48,Arizona,XS,Pink,Spring,3.6,Yes,PayPal,Express,No,No,4,Monthly
675,29,Female,Handbag,Accessories,66.43,Georgia,M,Pink,Summer,4.8,No,Cash,Standard,Yes,Yes,18,Quarterly
676,26,Female,Parka,Outerwear,86.01,Massachusetts,XL,Yellow,Fall,2.7,No,Cash,Free Shipping,No,No,43,Weekly
677,53,Male,Shorts,Clothing,47.82,Texas,M,Purple,Summer,3.9,No,Debit Card,Next Day Air,No,No,29,Every 3 Months
678,59,Female,Coat,Clothing,39.64,New York,XS,Purple,Winter,3.0,Yes,PayPal,Free Shipping,No,No,38,Quarterly
679,47,Male,Loafers,Footwear,118.11,Georgia,S,Orange,Summer,3.3,Yes,Venmo,Next Day Air,Yes,Yes,23,Quarterly
680,73,Male,Jacket,Outerwear,191.48,Washington,L,White,Fall,4.1,Yes,Credit Card,Free Shipping,Yes,Yes,19,Every 3 Months
681,60,Female,Raincoat,Outerwear,53.13,California,XS,Purple,Fall,4.9,Yes,Debit Card,Free Shipping,No,No,26,Quarterly
682,28,Female,Parka,Outerwear,83.84,Oregon,XL,Purple,Spring,3.9,No,Debit Card,Standard,No,No,46,Every 3 Months
683,70,Female,Sandals,Footwear,22.55,Colorado,L,Green,Winter,4.7,Yes,Bank Transfer,Next Day Air,No,No,16,Annually
684,72,Male,Pants,Clothing,134.17,Washington,XL,Blue,Spring,3.0,No,Cash,Store Pickup,No,No,34,Bi-Weekly
685,30,Male,Jacket,Outerwear,86.65,Pennsylvania,XS,White,Fall,3.8,No,Bank Transfer,Next Day Air,Yes,Yes,29,Quarterly
686,52,Female,Raincoat,Outerwear,114.17,Arizona,M,Blue,Summer,3.6,Yes,Venmo,2-Day Shipping,No,No,10,Annually
687,60,Female,Raincoat,Outerwear,134.14,Oregon,XL,Blue,Spring,4.5,Yes,Bank Transfer,Standard,Yes,Yes,26,Weekly
688,52,Male,Parka,Outerwear,134.03,North Carolina,XL,Red,Fall,4.6,Yes,Cash,2-Day Shipping,No,No,24,Weekly
689,40,Female,Loafers,Footwear,94.33,Massachusetts,L,Red,Fall,4.5,No,PayPal,Store Pickup,No,No,16,Monthly
690,75,Female,Parka,Outerwear,25.88,California,S,Yellow,Fall,3.3,No,Cash,Express,Yes,Yes,25,Bi-Weekly
691,54,Female,Jacket,Outerwear,43.2,Washington,L,Green,Winter,4.8,No,Cash,Express,No,No,6,Every 3 Months
692,68,Female,Sneakers,Footwear,171.75,Washington,M,Gray,Summer,4.9,Yes,Credit Card,Standard,No,No,27,Weekly
693,52,Male,Sneakers,Footwear,122.92,California,S,Pink,Fall,3.0,No,Debit Card,Free Shipping,No,No,12,Annually
694,60,Male,Loafers,Footwear,69.49,Colorado,S,Orange,Spring,4.1,No,Credit Card,Standard,No,No,29,Annually
695,34,Male,Sweater,Clothing,36.7,Georgia,M,Black,Winter,2.8,No,Cash,Standard,Yes,Yes,40,Weekly
696,38,Female,Loafers,Footwear,165.54,New York,M,Red,Summer,4.1,No,Credit Card,Standard,No,No,21,Monthly
697,18,Male,Parka,Outerwear,113.91,Illinois,XS,Black,Spring,3.8,No,Debit Card,Express,No,No,23,Weekly
698,32,Male,Sneakers,Footwear,150.99,New York,M,White,Winter,3.0,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,29,Every 3 Months
699,43,Male,Raincoat,Outerwear,65.02,Florida,M,Purple,Spring,4.0,No,PayPal,Express,No,No,50,Bi-Weekly
700,45,Female,Raincoat,Outerwear,166.86,Michigan,XS,Brown,Winter,3.6,No,PayPal,Store Pickup,No,No,4,Quarterly
701,34,Female,Sneakers,Footwear,72.83,Massachusetts,XL,Yellow,Winter,2.6,Yes,PayPal,Next Day Air,No,No,50,Bi-Weekly
702,60,Female,Gloves,Accessories,86.95,Arizona,M,Blue,Spring,3.3,Yes,PayPal,Express,Yes,Yes,50,Monthly
703,56,Male,Sneakers,Footwear,114.91,Texas,XL,White,Spring,3.9,No,Bank Transfer,Next Day Air,No,No,20,Monthly
704,49,Female,Boots,Footwear,28.42,Illinois,L,Blue,Spring,3.6,No,Venmo,Next Day Air,Yes,Yes,1,Monthly
705,47,Female,Skirt,Clothing,43.59,Ohio,XS,Gray,Spring,3.3,Yes,Cash,Standard,No,No,26,Every 3 Months
706,40,Female,Sunglasses,Accessories,34.36,Arizona,M,Pink,Spring,3.5,No,Cash,Next Day Air,Yes,No,7,Monthly
707,70,Male,T-Shirt,Clothing,44.97,Pennsylvania,L,Black,Summer,2.7,No,PayPal,2-Day Shipping,Yes,No,44,Weekly
708,37,Male,Hat,Accessories,67.47,Oregon,XL,Purple,Fall,4.2,No,Venmo,Next Day Air,Yes,Yes,20,Bi-Weekly
709,25,Male,Parka,Outerwear,124.02,Washington,L,White,Fall,4.4,No,Credit Card,Free Shipping,No,No,49,Monthly
710,73,Male,Coat,Clothing,138.71,Oregon,S,Blue,Spring,4.9,Yes,Credit Card,Store Pickup,No,No,13,Quarterly
711,39,Male,Jacket,Outerwear,166.52,Arizona,XL,Gray,Fall,4.4,Yes,Cash,Store Pickup,No,No,9,Annually
712,41,Female,Jeans,Clothing,195.51,Massachusetts,XL,Gray,Summer,4.5,Yes,PayPal,Next Day Air,Yes,Yes,19,Annually
713,24,Male,Jeans,Clothing,63.3,Colorado,L,Green,Fall,2.6,No,Cash,Free Shipping,No,No,16,Weekly
714,27,Female,Coat,Clothing,110.39,North Carolina,M,Red,Winter,3.2,Yes,Bank Transfer,Next Day Air,No,No,46,Quarterly
715,29,Female,Sandals,Footwear,115.32,Georgia,XL,Purple,Spring,4.2,No,Credit Card,Express,Yes,Yes,2,Annually
716,24,Female,Gloves,Accessories,60.76,Michigan,L,Purple,Winter,2.8,No,Bank Transfer,Free Shipping,Yes,Yes,10,Bi-Weekly
717,36,Male,Sunglasses,Accessories,36.96,North Carolina,XL,Pink,Fall,4.6,No,Debit Card,Free Shipping,No,No,43,Weekly
718,47,Male,Boots,Footwear,193.2,Washington,L,Purple,Fall,2.6,No,Credit Card,Express,Yes,Yes,0,Annually
719,49,Male,Jewelry,Accessories,105.06,California,XS,Brown,Fall,4.6,No,Debit Card,Express,No,No,49,Weekly
720,39,Female,Dress,Clothing,108.32,Pennsylvania,XL,White,Winter,3.1,No,PayPal,Free Shipping,No,No,45,Monthly
721,51,Male,Jacket,Outerwear,46.62,Ohio,S,Orange,Summer,3.4,Yes,Venmo,Store Pickup,Yes,Yes,27,Monthly
722,42,Male,Sneakers,Footwear,193.78,Colorado,XL,Pink,Summer,3.2,No,PayPal,Next Day Air,Yes,Yes,17,Monthly
723,62,Female,Sneakers,Footwear,170.15,Texas,L,Pink,Fall,3.2,No,Cash,Store Pickup,No,No,9,Quarterly
724,60,Male,Sandals,Footwear,74.66,Illinois,XS,White,Spring,3.6,Yes,Venmo,Standard,No,No,3,Quarterly
725,60,Male,Hat,Accessories,28.98,New York,M,White,Summer,4.9,No,Debit Card,Store Pickup,No,No,12,Quarterly
726,48,Female,Dress,Clothing,64.77,Washington,L,Purple,Winter,4.9,Yes,PayPal,Free Shipping,Yes,Yes,11,Annually
727,69,Male,Parka,Outerwear,143.0,Florida,M,Green,Winter,3.9,Yes,Credit Card,Free Shipping,No,No,36,Every 3 Months
728,68,Female,Parka,Outerwear,37.29,North Carolina,L,Yellow,Fall,3.7,No,Cash,Next Day Air,Yes,Yes,35,Weekly
729,57,Female,Jacket,Outerwear,161.59,Michigan,XL,Yellow,Summer,4.1,No,PayPal,Standard,No,No,48,Quarterly
730,47,Female,Loafers,Footwear,171.06,Texas,XS,White,Spring,3.3,Yes,PayPal,2-Day Shipping,No,No,30,Every 3 Months
731,55,Male,Hat,Accessories,146.28,North Carolina,S,Gray,Winter,2.8,No,Bank Transfer,Express,Yes,Yes,19,Every 3 Months
732,30,Male,Pants,Clothing,32.09,New York,XL,Blue,Spring,3.1,Yes,Credit Card,2-Day Shipping,No,No,28,Quarterly
733,48,Male,Sweater,Clothing,167.65,Massachusetts,XL,White,Winter,4.6,No,Cash,Express,Yes,Yes,11,Bi-Weekly
734,62,Male,Boots,Footwear,105.71,Illinois,M,Orange,Spring,4.9,No,Bank Transfer,Free Shipping,No,No,25,Quarterly
735,45,Male,Pants,Clothing,25.03,Georgia,XS,Brown,Winter,2.5,Yes,Bank Transfer,Store Pickup,No,No,42,Annually
736,40,Male,Jacket,Outerwear,104.22,Oregon,L,White,Spring,5.0,Yes,Venmo,Express,No,No,22,Every 3 Months
737,59,Male,Parka,Outerwear,83.34,Oregon,XL,Yellow,Winter,4.3,No,PayPal,Store Pickup,Yes,Yes,25,Weekly
738,56,Male,Raincoat,Outerwear,123.69,Colorado,XL,Orange,Fall,2.8,Yes,Venmo,Free Shipping,No,No,37,Annually
739,72,Male,Jacket,Outerwear,61.71,Washington,XS,Pink,Winter,3.3,Yes,Bank Transfer,Express,Yes,Yes,11,Every 3 Months
740,21,Female,Raincoat,Outerwear,40.61,Massachusetts,XS,Pink,Fall,4.0,No,Debit Card,Free Shipping,No,No,6,Every 3 Months
741,58,Male,Raincoat,Outerwear,55.23,Georgia,L,Orange,Fall,3.1,No,Cash,2-Day Shipping,Yes,No,12,Weekly
742,69,Male,Sweater,Clothing,180.79,Pennsylvania,L,Brown,Spring,3.4,No,Bank Transfer,Store Pickup,Yes,Yes,12,Bi-Weekly
743,57,Male,Parka,Outerwear,164.29,Georgia,L,Orange,Winter,4.7,No,Debit Card,2-Day Shipping,No,No,19,Weekly
744,56,Female,Pants,Clothing,24.06,Massachusetts,M,White,Winter,4.3,Yes,Debit Card,Free Shipping,Yes,Yes,36,Bi-Weekly
745,52,Male,Backpack,Accessories,124.9,Colorado,M,Orange,Spring,2.6,No,Debit Card,Free Shipping,No,No,48,Weekly
746,64,Female,Boots,Footwear,186.35,Washington,XS,Black,Winter,2.7,No,Venmo,Store Pickup,No,No,48,Weekly
747,56,Male,Belt,Accessories,179.75,Georgia,S,White,Spring,2.8,No,Debit Card,Store Pickup,No,No,22,Quarterly
748,74,Male,Raincoat,Outerwear,23.86,California,XS,Black,Winter,4.2,No,Venmo,Next Day Air,No,No,3,Quarterly
749,62,Female,Parka,Outerwear,118.92,Texas,L,Blue,Fall,3.4,Yes,Credit Card,Express,Yes,Yes,37,Weekly
750,74,Male,Loafers,Footwear,198.37,California,S,Red,Spring,2.6,No,PayPal,Standard,No,No,20,Monthly
751,43,Female,Sandals,Footwear,138.36,Washington,XS,Blue,Fall,4.8,Yes,Bank Transfer,Store Pickup,Yes,No,14,Quarterly
752,36,Male,Handbag,Accessories,114.83,Illinois,M,Gray,Spring,2.6,No,Bank Transfer,2-Day Shipping,No,No,31,Monthly
753,71,Male,Shorts,Clothing,74.89,North Carolina,S,Blue,Fall,4.3,No,Credit Card,Express,No,No,44,Quarterly
754,71,Male,Jacket,Outerwear,68.65,Michigan,L,White,Spring,2.6,No,Cash,Next Day Air,Yes,Yes,24,Quarterly
755,42,Male,Jacket,Outerwear,138.79,North Carolina,XS,Orange,Fall,2.6,No,Credit Card,2-Day Shipping,Yes,No,21,Monthly
756,71,Female,Sneakers,Footwear,175.83,Arizona,XS,Blue,Winter,4.9,No,PayPal,2-Day Shipping,Yes,Yes,36,Every 3 Months
757,47,Male,Scarf,Accessories,43.74,California,M,Orange,Fall,2.7,Yes,Venmo,Free Shipping,No,No,21,Annually
758,41,Female,Jacket,Outerwear,138.66,Arizona,XL,Red,Spring,3.3,No,PayPal,Express,No,No,28,Quarterly
759,20,Female,Pants,Clothing,106.44,Massachusetts,XL,Black,Winter,2.6,No,PayPal,2-Day Shipping,Yes,Yes,4,Quarterly
760,35,Female,Sandals,Footwear,176.43,New York,S,Orange,Summer,2.9,No,Credit Card,Express,No,No,7,Every 3 Months
761,73,Female,Jeans,Clothing,124.38,California,XL,Black,Spring,4.9,No,PayPal,Standard,No,No,43,Monthly
762,24,Male,Skirt,Clothing,111.25,Texas,XL,Blue,Summer,3.0,No,Bank Transfer,Next Day Air,Yes,Yes,27,Monthly
763,68,Female,Sneakers,Footwear,80.3,Ohio,M,Pink,Fall,4.1,Yes,Credit Card,Free Shipping,Yes,No,37,Weekly
764,38,Female,Skirt,Clothing,189.19,Ohio,XL,Red,Summer,3.5,No,Credit Card,Standard,Yes,No,14,Annually
765,72,Male,Parka,Outerwear,129.28,Washington,XL,Gray,Winter,3.3,Yes,Venmo,Free Shipping,No,No,15,Monthly
766,38,Male,Sandals,Footwear,144.75,Georgia,L,Yellow,Spring,3.4,No,PayPal,Store Pickup,Yes,Yes,14,Quarterly
767,70,Male,Jacket,Outerwear,186.63,Florida,L,Orange,Summer,4.0,No,PayPal,Free Shipping,No,No,7,Weekly
768,27,Female,Raincoat,Outerwear,133.87,Arizona,S,Green,Winter,2.5,Yes,PayPal,2-Day Shipping,No,No,45,Quarterly
769,71,Female,Jeans,Clothing,24.31,New York,XS,Green,Winter,4.8,Yes,Cash,Store Pickup,No,No,35,Bi-Weekly
770,70,Female,Belt,Accessories,126.47,Michigan,XS,Red,Spring,4.3,Yes,Cash,Next Day Air,Yes,Yes,47,Quarterly
771,64,Male,Jewelry,Accessories,150.27,Michigan,XL,Blue,Summer,4.7,No,PayPal,Store Pickup,No,No,41,Quarterly
772,50,Female,Raincoat,Outerwear,190.06,Texas,S,White,Winter,3.4,No,Venmo,2-Day Shipping,No,No,32,Quarterly
773,66,Male,Handbag,Accessories,191.63,California,S,Purple,Fall,3.9,No,Credit Card,Free Shipping,No,No,18,Bi-Weekly
774,46,Male,Dress,Clothing,179.36,Illinois,M,Brown,Spring,4.8,No,Debit Card,Standard,Yes,Yes,32,Bi-Weekly
775,75,Male,Skirt,Clothing,21.2,Massachusetts,XS,Yellow,Summer,3.2,No,Cash,Store Pickup,No,No,28,Annually
776,25,Male,Loafers,Footwear,99.99,Ohio,L,White,Spring,4.7,No,Bank Transfer,Store Pickup,Yes,Yes,22,Weekly
777,50,Female,Sneakers,Footwear,69.7,Washington,XL,Orange,Spring,4.3,Yes,Credit Card,Next Day Air,Yes,Yes,45,Annually
778,60,Male,Gloves,Accessories,190.85,Washington,XS,Black,Summer,4.0,No,Debit Card,Store Pickup,No,No,12,Monthly
779,29,Female,Jacket,Outerwear,70.87,Florida,XS,Gray,Summer,2.5,Yes,Venmo,2-Day Shipping,No,No,13,Every 3 Months
780,34,Female,Sneakers,Footwear,133.58,Florida,M,Pink,Summer,4.7,No,PayPal,Store Pickup,No,No,31,Quarterly
781,48,Female,Parka,Outerwear,37.38,Texas,M,Purple,Winter,3.3,No,Credit Card,Express,No,No,29,Monthly
782,63,Male,Coat,Clothing,159.26,Georgia,L,Brown,Winter,4.2,Yes,PayPal,2-Day Shipping,No,No,13,Quarterly
783,34,Female,Hoodie,Clothing,94.02,Arizona,L,Purple,Winter,3.2,Yes,Cash,Store Pickup,No,No,14,Monthly
784,32,Male,Dress,Clothing,116.48,Arizona,XS,Brown,Fall,2.8,No,Bank Transfer,Standard,No,No,24,Weekly
785,53,Male,Handbag,Accessories,137.89,North Carolina,S,Yellow,Summer,5.0,No,Cash,Store Pickup,No,No,14,Monthly
786,31,Male,Sandals,Footwear,189.2,California,XS,Gray,Spring,3.8,No,Credit Card,Express,Yes,Yes,1,Bi-Weekly
787,25,Female,Sneakers,Footwear,137.95,New York,M,Blue,Spring,2.7,No,Bank Transfer,Next Day Air,Yes,Yes,47,Annually
788,68,Female,Sneakers,Footwear,54.97,Michigan,M,Yellow,Winter,3.8,Yes,PayPal,Next Day Air,No,No,12,Weekly
789,45,Male,Jewelry,Accessories,60.01,Ohio,XL,White,Winter,3.2,No,Venmo,Express,No,No,24,Weekly
790,41,Male,Parka,Outerwear,101.41,Michigan,XS,Purple,Summer,3.6,No,Credit Card,Store Pickup,No,No,19,Monthly
791,28,Male,Sneakers,Footwear,175.67,Georgia,XL,Black,Spring,2.9,No,Cash,2-Day Shipping,Yes,No,36,Bi-Weekly
792,37,Female,Pants,Clothing,170.18,California,M,Brown,Winter,4.7,Yes,Debit Card,2-Day Shipping,Yes,No,34,Quarterly
793,63,Female,Gloves,Accessories,112.6,Massachusetts,XS,Blue,Winter,4.2,Yes,Credit Card,Express,Yes,Yes,7,Bi-Weekly
794,25,Male,Loafers,Footwear,179.39,Georgia,S,Orange,Winter,2.8,No,Cash,Next Day Air,No,No,0,Monthly
795,64,Female,Blouse,Clothing,114.05,Michigan,M,Brown,Summer,2.9,No,Debit Card,2-Day Shipping,No,No,45,Monthly
796,39,Male,Jewelry,Accessories,49.56,Oregon,L,Red,Fall,3.5,Yes,Credit Card,Standard,No,No,19,Every 3 Months
797,52,Female,Boots,Footwear,79.59,California,XL,Pink,Summer,2.7,No,Debit Card,Free Shipping,No,No,40,Weekly
798,73,Female,Sandals,Footwear,125.2,Illinois,M,Brown,Winter,4.8,No,Bank Transfer,Store Pickup,Yes,Yes,37,Bi-Weekly
799,34,Male,Shorts,Clothing,42.81,North Carolina,XL,Orange,Winter,3.3,No,Venmo,2-Day Shipping,Yes,Yes,47,Annually
800,68,Male,Jacket,Outerwear,198.04,Texas,XL,Green,Summer,2.9,No,PayPal,Standard,Yes,No,3,Bi-Weekly
801,38,Female,Raincoat,Outerwear,110.07,Texas,S,Gray,Winter,3.4,Yes,Cash,Free Shipping,No,No,19,Annually
802,71,Male,Belt,Accessories,191.96,Washington,M,Green,Winter,3.9,No,PayPal,Store Pickup,No,No,7,Annually
803,19,Female,Parka,Outerwear,173.97,Arizona,M,Purple,Summer,4.0,No,Debit Card,Next Day Air,Yes,Yes,47,Weekly
804,30,Male,Loafers,Footwear,125.51,Pennsylvania,XS,Yellow,Fall,3.8,Yes,PayPal,Standard,No,No,41,Monthly
805,62,Female,Raincoat,Outerwear,69.35,California,XL,Red,Winter,5.0,No,Cash,Express,Yes,Yes,41,Annually
806,57,Male,T-Shirt,Clothing,147.02,New York,S,Blue,Winter,4.6,Yes,Cash,Store Pickup,No,No,45,Weekly
807,35,Male,Belt,Accessories,137.92,Oregon,XS,Yellow,Fall,4.7,Yes,Venmo,Store Pickup,No,No,23,Annually
808,60,Male,Blouse,Clothing,31.69,Massachusetts,XL,Green,Fall,2.7,No,PayPal,2-Day Shipping,No,No,12,Every 3 Months
809,71,Male,Jacket,Outerwear,76.01,North Carolina,M,Blue,Fall,3.7,No,Credit Card,2-Day Shipping,No,No,29,Weekly
810,23,Male,Sweater,Clothing,77.15,Washington,XS,Green,Spring,3.0,Yes,Credit Card,Store Pickup,Yes,No,19,Every 3 Months
811,42,Female,Boots,Footwear,52.04,New York,XL,Yellow,Winter,3.1,Yes,Debit Card,Express,Yes,No,16,Every 3 Months
812,40,Female,Raincoat,Outerwear,82.79,Washington,XL,Pink,Summer,2.6,No,Cash,Express,Yes,Yes,13,Every 3 Months
813,61,Female,Raincoat,Outerwear,57.34,Oregon,XL,Gray,Fall,2.7,No,PayPal,Express,No,No,29,Monthly
